VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio
3960,DIAGEO NORTH AMERICA INC,2721,Johnnie Walker Green Label,47.61,59.99,750.0,3736.0,177870.96000000002,3172.0,192003.2800000004,120885.05999999966,2499.4900000000002,257032.07000000007,14132.320000000385,7.360457592182986,0.8490364025695931,1.079452654890941
3252,E & J GALLO WINERY,46379,Ghost Pine Cab Svgn LMartini,9.39,16.99,750.0,18883.0,177311.37000000026,18796.0,303925.0400000013,120808.85999999865,2099.1000000000213,61966.909999999996,126613.67000000106,41.65950590974686,0.9953926812476831,1.714075301544401
17035,PERNOD RICARD USA,5356,Kahlua,7.14,9.99,375.0,24707.0,176407.98000000016,24532.0,245074.6800000022,129979.889999998,9635.579999999914,123780.21999999997,68666.70000000205,28.018683937484457,0.9929169870886794,1.3892493979013987
8004,SAZERAC CO INC,5111,Dr McGillicuddy's Mentholmnt,0.72,0.99,50.0,244654.0,176150.88,241963.0,239543.3699999995,20941.469999999135,12692.409999999963,50293.62000000002,63392.489999999496,26.463888355582384,0.9890007929565836,1.3598760903152995
9165,ULTRA BEVERAGE COMPANY LLP,3733,Patron Silver Tequila,83.96,109.99,1750.0,2095.0,175896.19999999995,2047.0,230059.53000000058,179194.08000000048,3763.1499999999896,68054.70000000003,54163.33000000063,23.543180323805966,0.9770883054892602,1.3079278006005852
12546,JIM BEAM BRANDS COMPANY,5096,DeKuyper Peachtree Schnapps,7.99,9.99,750.0,21940.0,175300.59999999986,21914.0,229682.86000000263,117145.28999999791,17256.009999999827,123880.96999999999,54382.260000002774,23.677108513888303,0.9988149498632635,1.3102228971264378
7245,PROXIMO SPIRITS INC.,3787,Jose Cuervo Especial Silver,11.8,16.99,750.0,14846.0,175182.79999999976,14977.0,248461.2300000031,144531.11999999982,11797.329999999878,38994.78000000001,73278.43000000334,29.49290317849687,1.008823925636535,1.4182969446772369
4425,MARTIGNETTI COMPANIES,27735,Bogle Cab Svgn Cal,6.53,9.99,750.0,26689.0,174279.17000000022,25329.0,258987.15000000125,89956.20999999964,2832.71000000003,144929.24,84707.98000000103,32.70740652576802,0.949042676758215,1.4860476441332657
3252,E & J GALLO WINERY,38899,L Martini Cab Svgn Sonoma,7.28,12.99,750.0,23903.0,174013.84000000023,22045.0,288466.5500000016,96739.3499999987,2465.790000000027,61966.909999999996,114452.71000000139,39.676250157947514,0.9222691712337363,1.6577218800527662
3960,DIAGEO NORTH AMERICA INC,3214,Ciroc Mango Vodka,19.99,24.99,750.0,8702.0,173952.97999999995,6566.0,164084.34000000014,29588.15999999989,5170.69,257032.07000000007,-9868.63999999981,-6.014370414629331,0.7545391863939325,0.9432683475730061
3664,WILLIAM GRANT & SONS INC,3534,Milagro Silver Tequila,18.17,23.99,750.0,9571.0,173905.0700000003,9386.0,244901.1400000021,157791.7100000007,7394.77999999998,30234.42000000001,70996.07000000181,28.9896853889701,0.9806707763034166,1.4082461195639764
3960,DIAGEO NORTH AMERICA INC,3859,Smirnoff 80 Proof,6.81,8.99,375.0,25325.0,172463.24999999983,25669.0,230764.31000000294,128341.23999999749,10082.109999999995,257032.07000000007,58301.06000000311,25.26433138642729,1.0135834155972359,1.338049178593139
1392,CONSTELLATION BRANDS INC,43809,R M Woodbridge Pnt Nr,5.84,8.99,1500.0,29380.0,171579.20000000086,28969.0,289571.3100000019,106258.12999999804,6497.670000000082,79528.99,117992.11000000106,40.74716863352253,0.9860108917631042,1.6876830641476384
3960,DIAGEO NORTH AMERICA INC,3800,Don Julio Anejo Tequila,42.85,53.99,750.0,3997.0,171271.4499999999,3561.0,196544.3900000007,151993.47000000018,2807.6000000000067,257032.07000000007,25272.940000000817,12.858642263969339,0.8909181886414811,1.1475607288897294
11567,CAMPARI AMERICA,8462,Frangelico Hazelnut Liqueur,15.82,24.99,750.0,10822.0,171204.04000000015,10783.0,247420.17000000208,158696.16000000093,8495.629999999974,20964.809999999998,76216.13000000193,30.80433175678494,0.9963962299020513,1.4451771698845532
3252,E & J GALLO WINERY,44038,Barefoot Pnt Grigio Cal,5.86,8.79,1500.0,29195.0,171082.69999999984,27580.0,290136.68000000145,110346.20999999868,6185.630000000085,61966.909999999996,119053.98000000161,41.03375691760208,0.9446823086144888,1.6958855571019262
3252,E & J GALLO WINERY,31487,Barefoot Bubbly Brut Cve,5.29,7.99,750.0,32180.0,170232.19999999987,32413.0,257728.91000000102,69034.9099999991,3632.4900000000325,61966.909999999996,87496.71000000116,33.949125070990604,1.0072405220633933,1.5139844870711958
3924,HEAVEN HILL DISTILLERIES,3967,Deep Eddy Ruby Red,11.76,15.99,750.0,14442.0,169837.9200000001,13156.0,218911.44000000175,116766.28999999868,10361.169999999925,14069.869999999995,49073.52000000165,22.41706509262433,0.9109541614734801,1.2889432465965294
8673,STE MICHELLE WINE ESTATES,42764,14 Hands Cab Svgn Wash,6.09,8.95,750.0,27749.0,168991.4100000002,27708.0,273570.4400000013,81646.6799999986,3102.190000000034,15919.700000000003,104579.03000000108,38.22745980888892,0.9985224692781722,1.618842283166943
480,BACARDI USA INC,4222,Bacardi Gold Rum,7.99,11.99,750.0,21056.0,168237.43999999994,20910.0,229242.9000000015,103863.96999999834,16470.679999999866,89286.26999999999,61005.46000000156,26.611711856725407,0.9930661094224924,1.3626152418867143
8112,MOET HENNESSY USA INC,4652,Hennessy XO Cognac,118.51,159.99,750.0,1419.0,168165.68999999997,1312.0,218786.88000000024,136471.89999999997,1033.8100000000004,48347.26,50621.190000000264,23.13721462639817,0.9245947850599013,1.3010197264376597
12546,JIM BEAM BRANDS COMPANY,1962,Jim Beam Apple,11.02,16.49,750.0,15244.0,167988.88000000018,14289.0,218340.1100000018,133470.41999999885,11255.609999999888,123880.96999999999,50351.23000000161,23.06091629247654,0.9373524009446339,1.29972954162205
3960,DIAGEO NORTH AMERICA INC,3606,Smirnoff Raspberry Vodka,0.74,0.99,50.0,226085.0,167302.89999999994,225741.0,223483.58999999965,21764.159999998952,11842.949999999975,257032.07000000007,56180.68999999971,25.138619797542987,0.9984784483711878,1.3358022484965875
9165,ULTRA BEVERAGE COMPANY LLP,3329,Seagrams Extra Smooth Vodka,10.84,13.99,1750.0,15415.0,167098.60000000056,14875.0,229023.25000000198,130677.66999999885,27334.060000000296,68054.70000000003,61924.65000000142,27.038586693709433,0.9649691858579306,1.3705874854726563
3960,DIAGEO NORTH AMERICA INC,4268,Capt Morgan Private Stock,18.25,22.99,750.0,9154.0,167060.5,7809.0,175606.91000000018,123952.97999999896,6154.790000000004,257032.07000000007,8546.410000000178,4.866784570151692,0.8530696963076251,1.0511575746511006
8004,SAZERAC CO INC,3050,Bowman Vodka,6.51,8.99,1750.0,25635.0,166883.85000000036,25479.0,229056.21000000244,100076.67999999801,46813.57000000084,50293.62000000002,62172.36000000208,27.142839742263007,0.9939145699239321,1.3725486917997274
3960,DIAGEO NORTH AMERICA INC,8441,Baileys Irish Cream,8.92,12.49,375.0,18659.0,166438.28000000038,18491.0,237351.59000000148,112932.07999999839,7261.949999999921,257032.07000000007,70913.3100000011,29.87690539591526,0.9909963020526288,1.4260637036143424
9815,WINE GROUP INC,6281,Franzia Sunset Blush Tap,8.96,14.99,5000.0,18527.0,166001.91999999998,18500.0,252407.00000000285,139195.66999999937,13875.0,27100.409999999996,86405.08000000287,34.23244204796297,0.9985426674583041,1.5205065098042412
7239,REMY COINTREAU USA INC,8166,Mount Gay Eclipse,15.14,19.99,750.0,10955.0,165858.70000000022,10608.0,217855.92000000193,135721.9599999992,8357.759999999967,16978.669999999995,51997.22000000172,23.8677103656404,0.9683249657690552,1.313503120427217
1392,CONSTELLATION BRANDS INC,10472,Clos du Bois Pnt Nr Cal,6.07,10.99,750.0,27172.0,164934.04000000027,25151.0,232387.4900000011,76927.33999999858,2813.550000000035,79528.99,67453.45000000083,29.026282783122493,0.9256219637862505,1.4089722776450557
10000,MAJESTIC FINE WINES,6824,Kendall Jackson Pnt Nr Vtnr,10.27,14.99,750.0,16050.0,164833.50000000015,14579.0,216815.210000001,87208.36999999898,1627.4700000000137,17587.59,51981.710000000865,23.97512148709522,0.9083489096573208,1.315358892458152
3960,DIAGEO NORTH AMERICA INC,3790,Don Julio Blanco Tequila,35.65,45.99,750.0,4620.0,164703.00000000006,4328.0,204226.7200000007,145890.1,3411.1000000000126,257032.07000000007,39523.72000000064,19.352864306884282,0.9367965367965368,1.2399696423258875
3960,DIAGEO NORTH AMERICA INC,8513,Baileys Irish Cream Mini's 4,6.56,10.99,100.0,25088.0,164577.27999999997,25083.0,245204.17000000022,93729.43999999837,2612.459999999983,257032.07000000007,80626.89000000025,32.88153296903563,0.9998007015306123,1.4899029197711875
7245,PROXIMO SPIRITS INC.,5587,Jose Cuervo Golden Margarita,13.17,17.99,1750.0,12475.0,164295.75000000035,12660.0,236196.40000000235,135313.81999999922,23264.400000000216,38994.78000000001,71900.650000002,30.441043978655596,1.0148296593186372,1.4376293969868474
3089,SIDNEY FRANK IMPORTING CO,5447,Jagermeister Liqueur,7.63,9.99,375.0,21515.0,164159.4500000001,20979.0,209580.21000000238,124305.56999999782,8235.90999999989,8549.550000000001,45420.76000000228,21.67225617342485,0.9750871485010458,1.2766868431881457
17035,PERNOD RICARD USA,3389,Seagrams Extra Dry Gin,12.49,15.99,1750.0,13108.0,163718.91999999987,12456.0,211627.4400000017,121801.3099999987,22890.730000000156,123780.21999999997,47908.52000000182,22.638141821307027,0.950259383582545,1.2926266554897983
8664,"STOLI GROUP,(USA) LLC",3938,Stolichnaya,12.49,16.99,750.0,13051.0,163006.98999999987,12960.0,233926.40000000258,146065.51000000007,10209.519999999919,18544.489999999998,70919.41000000271,30.316975766737713,0.9930273542257299,1.4350697476224963
3960,DIAGEO NORTH AMERICA INC,5292,Rumpleminze,13.13,17.99,750.0,12309.0,161617.16999999998,11069.0,213373.31000000142,133932.82999999923,8720.34999999997,257032.07000000007,51756.14000000144,24.256145250781877,0.8992607035502478,1.320239118158061
3960,DIAGEO NORTH AMERICA INC,2436,Crown Royal,11.99,14.99,375.0,13383.0,160462.16999999998,13272.0,198947.2800000012,131852.03999999876,5205.849999999933,257032.07000000007,38485.11000000121,19.344376057818423,0.9917058955391168,1.2398391471335655
10000,MAJESTIC FINE WINES,15105,Kendall Jackson Avant Chard,6.86,10.99,750.0,23343.0,160132.97999999975,22874.0,248151.3800000012,80910.5399999987,2558.910000000024,17587.59,88018.40000000145,35.469639540187536,0.9799083236944695,1.5496581653573274
12546,JIM BEAM BRANDS COMPANY,8023,DeKuyper Triple Sec,3.28,4.99,750.0,48771.0,159968.88000000035,49019.0,230817.310000002,70205.88999999754,38591.28999999982,123880.96999999999,70848.43000000165,30.694591319862894,1.0050849890303664,1.4428888293773232
9552,M S WALKER INC,4380,Ron Virgin Heavy Bodied Rum,10.84,13.99,1750.0,14723.0,159597.3200000004,14183.0,201244.1700000003,50930.139999999476,26060.500000000073,55551.819999999985,41646.84999999989,20.694686459736857,0.9633226923860626,1.2609495572983291
9206,PHILLIPS PRODUCTS CO.,3529,U V Vodka,10.14,13.99,1750.0,15726.0,159461.64000000036,15907.0,230982.93000000206,119012.82999999847,29228.97000000034,2211.83,71521.2900000017,30.963885513098766,1.0115096019331045,1.4485172107849984
1392,CONSTELLATION BRANDS INC,40098,Black Box Merlot Cal,10.38,16.99,3000.0,15341.0,159239.58,15262.0,281227.3800000022,152418.34000000046,6867.900000000061,79528.99,121987.80000000223,43.376928661782955,0.9948504008865132,1.7660645676156785
3960,DIAGEO NORTH AMERICA INC,8517,Baileys Salted Caramel,13.86,19.99,750.0,11470.0,158974.19999999984,11292.0,231267.0800000009,130592.59999999905,8894.84999999999,257032.07000000007,72292.88000000105,31.25947713786189,0.9844812554489973,1.4547459902298683
1392,CONSTELLATION BRANDS INC,22143,Simi Cab Svgn,10.52,18.99,750.0,15105.0,158904.60000000006,15511.0,262676.4900000011,95799.39000000016,1734.1700000000064,79528.99,103771.89000000103,39.50558727200923,1.0268785170473353,1.6530452233604376
3960,DIAGEO NORTH AMERICA INC,2886,Buchanans Deluxe 12Yr Scotch,49.2,61.99,1750.0,3227.0,158768.4000000001,2897.0,179095.0300000001,61907.96999999985,5323.3899999999985,257032.07000000007,20326.629999999976,11.349633767056497,0.8977378370003098,1.1280269247532881
12546,JIM BEAM BRANDS COMPANY,1378,Jim Beam,7.08,9.49,375.0,22305.0,157919.39999999994,22033.0,209093.17000000272,130031.9799999978,8648.839999999893,123880.96999999999,51173.77000000278,24.47414709911477,0.9878054247926474,1.3240499267347952
1590,DIAGEO CHATEAU ESTATE WINES,32907,Sterling Vintners Cltn Chard,5.37,7.95,750.0,29287.0,157271.18999999994,29629.0,258456.5900000007,76528.08999999911,3318.0700000000325,7259.75,101185.40000000075,39.14986265198364,1.011677536108171,1.6433816644993962
3252,E & J GALLO WINERY,20357,Apothic Dark,5.19,12.99,750.0,30261.0,157054.59000000003,27926.0,243756.84000000125,79842.21999999875,3124.7900000000386,61966.909999999996,86702.25000000122,35.56915572092286,0.9228379762730908,1.5520516783368203
8352,LUXCO INC,8670,Arrow Coffee Brandy,7.85,11.49,1750.0,19983.0,156866.5499999999,20008.0,255130.4200000017,107797.5499999985,36761.95000000043,10261.599999999997,98263.8700000018,38.515152367954066,1.0012510634038934,1.6264169767232202
12546,JIM BEAM BRANDS COMPANY,4296,Ronrico Silver Rum,9.29,12.99,1750.0,16857.0,156601.53000000038,16774.0,217813.26000000205,118964.3699999983,30822.64000000043,123880.96999999999,61211.73000000167,28.10284828389286,0.9950762294595716,1.3908756830153672
12546,JIM BEAM BRANDS COMPANY,1379,Jim Beam Traveler,11.41,14.49,750.0,13678.0,156065.9799999998,13479.0,208508.21000000244,146441.94999999998,10620.05999999988,123880.96999999999,52442.23000000263,25.151158316500833,0.9854510893405468,1.3360260192516185
8673,STE MICHELLE WINE ESTATES,8264,Ch Ste Michelle Rsl,5.37,8.99,750.0,28983.0,155638.70999999988,28366.0,259038.3400000016,87170.95999999947,3173.6700000000387,15919.700000000003,103399.63000000172,39.916728156921124,0.9787116585584653,1.66435676574293
1485,CASTLE BRANDS CORP.,5505,Pallini Limoncello Liqueur,14.5,18.99,750.0,10714.0,155353.0,10432.0,198103.68000000098,111927.05999999892,8217.349999999982,8497.589999999998,42750.68000000098,21.579952477410195,0.9736792981146164,1.2751841290480452
